Id,Regione,Titolo,Codice,Descrizione,Importo
IT-CAMPANIA,Campania,ALTRE ENTRATE CORRENTI,3201,Fitti attivi,2016411.83
IT-CAMPANIA,Campania,ALTRE ENTRATE CORRENTI,3202,Interessi attivi,103292.48
IT-CAMPANIA,Campania,ALTRE ENTRATE CORRENTI,3204,Altri proventi,460993.94
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DA ALIENAZIONI DI BENI,4102,Alienazione di fabbricati,3000000
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DA ALIENAZIONI DI BENI,4104,Alienazione di attrezzature sanitarie e  scientifiche,3100
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DA ALIENAZIONI DI BENI,4105,Alienazione di altri beni materiali,5440
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DA ALIENAZIONI DI BENI,4200,Alienazione di immobilizzazioni immateriali,14036372.06
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5101,Contributi e trasferimenti in c/capitale da Stato,78805.54
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5102,Contributi e trasferimenti da Regione e Prov. Autonoma per ripiani perdite,286128296.8
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5103,Contributi e trasferimenti da Regione e Prov. Autonoma per finanziamenti di investimenti e fondo di dotazione,5648977.5
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5203,Contributi e trasferimenti in c/capitale da Istituzioni sociali senza fine di lucro,22777.26
IT-CAMPANIA,Campania,OPERAZIONI FINANZIARIE,6100,Prelievi da conti bancari di deposito,9452069.67
IT-CAMPANIA,Campania,OPERAZIONI FINANZIARIE,6400,Depositi cauzionali,18484
IT-CAMPANIA,Campania,OPERAZIONI FINANZIARIE,6500,Altre operazioni finanziarie,97270407.4
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,7100,Anticipazioni di cassa,453322778.5
IT-CAMPANIA,Campania,INCASSI DA REGOLARIZZARE,9998,Incassi da regolarizzare derivanti dalle anticipazioni di cassa (riscossioni codificate dal cassiere),1242568145
IT-CAMPANIA,Campania,INCASSI DA REGOLARIZZARE,9999,Altri incassi da regolarizzare (riscossioni codificate dal cassiere),987238.11
IT-MOLISE,Molise,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1100,Compartecipazione alla spesa per prestazioni sanitarie (ticket),4919724.36
IT-MOLISE,Molise,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1400,Entrate per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria ad altre Amministrazioni pubbliche,69371.54
IT-MOLISE,Molise,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1500,Entrate per prestazioni sanitarie erogate a soggetti privati,9272033.85
IT-MOLISE,Molise,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1600,Entrate per prestazioni sanitarie erogate in regime di intramoenia,3582924.65
IT-MOLISE,Molise,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1700,Entrate per prestazioni non sanitarie,521964.92
IT-MOLISE,Molise,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1800,Entrate per prestazioni di servizi derivanti da sopravvenienze attive,763126.35
IT-MOLISE,Molise,CONTRIBUTI E TRASFERIMENTI CORRENTI,2102,Contributi e trasferimenti correnti da Regione e Prov. Autonoma per quota fondo sanitario regionale indistinto,479999964
IT-MOLISE,Molise,CONTRIBUTI E TRASFERIMENTI CORRENTI,2103,Contributi e trasferimenti correnti da Regione e Prov. Autonoma per quota fondo sanitario regionale vincolato,795897
IT-MOLISE,Molise,CONTRIBUTI E TRASFERIMENTI CORRENTI,2104,Contributi e trasferimenti correnti da Regione e Prov. Autonoma extra fondo sanitario vincolato,5330579.34
IT-MOLISE,Molise,CONTRIBUTI E TRASFERIMENTI CORRENTI,2199,Contributi e trasferimenti correnti da altre Amministrazioni pubbliche,114500
IT-MOLISE,Molise,CONTRIBUTI E TRASFERIMENTI CORRENTI,2202,Donazioni da imprese,7998.19
IT-MOLISE,Molise,ALTRE ENTRATE CORRENTI,3101,Rimborsi assicurativi,311855.17
IT-MOLISE,Molise,ALTRE ENTRATE CORRENTI,3102,Rimborsi spese per personale comandato,126971.03
IT-MOLISE,Molise,ALTRE ENTRATE CORRENTI,3104,Restituzione fondi economali,4385.77
IT-MOLISE,Molise,ALTRE ENTRATE CORRENTI,3106,Altri concorsi - recuperi e rimborsi,6756020
IT-MOLISE,Molise,ALTRE ENTRATE CORRENTI,3201,Fitti attivi,425060.97
IT-MOLISE,Molise,ALTRE ENTRATE CORRENTI,3202,Interessi attivi,42972.07
IT-MOLISE,Molise,ENTRATE DERIVANTI DA ALIENAZIONI DI BENI,4105,Alienazione di altri beni materiali,36931.71
IT-MOLISE,Molise,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5102,Contributi e trasferimenti da Regione e Prov. Autonoma per ripiani perdite,68734274.98
IT-MOLISE,Molise,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5103,Contributi e trasferimenti da Regione e Prov. Autonoma per finanziamenti di investimenti e fondo di dotazione,1323899.72
IT-MOLISE,Molise,OPERAZIONI FINANZIARIE,6100,Prelievi da conti bancari di deposito,1640645.59
IT-MOLISE,Molise,ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,7100,Anticipazioni di cassa,16133550.09
IT-MOLISE,Molise,INCASSI DA REGOLARIZZARE,9998,Incassi da regolarizzare derivanti dalle anticipazioni di cassa (riscossioni codificate dal cassiere),0
IT-MOLISE,Molise,INCASSI DA REGOLARIZZARE,9999,Altri incassi da regolarizzare (riscossioni codificate dal cassiere),38006.95
IT-PUGLIA,Puglia,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1100,Compartecipazione alla spesa per prestazioni sanitarie (ticket),62425177.2
IT-PUGLIA,Puglia,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1200,Entrate da Regione e Province autonome per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,264872042.2
IT-PUGLIA,Puglia,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1301,Entrate da aziende sanitarie della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,11876141.56
IT-PUGLIA,Puglia,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1302,Entrate da aziende ospedaliere della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,685593.35
IT-PUGLIA,Puglia,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1303,Entrate da IRCCS pubblici e Fondazioni IRCCS della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,133622.1
IT-PUGLIA,Puglia,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1400,Entrate per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria ad altre Amministrazioni pubbliche,4102408.64
IT-PUGLIA,Puglia,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1500,Entrate per prestazioni sanitarie erogate a soggetti privati,13190284.05
IT-PUGLIA,Puglia,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1600,Entrate per prestazioni sanitarie erogate in regime di intramoenia,28563178.21
IT-PUGLIA,Puglia,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1650,Entrate derivanti dalla vendita di beni di consumo,99725.16
IT-PUGLIA,Puglia,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1700,Entrate per prestazioni non sanitarie,51105989.39
IT-PUGLIA,Puglia,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1800,Entrate per prestazioni di servizi derivanti da sopravvenienze attive,1246931.76
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2101,Contributi e trasferimenti correnti da Stato,64380439.87
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2102,Contributi e trasferimenti correnti da Regione e Prov. Autonoma per quota fondo sanitario regionale indistinto,5385246139
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2103,Contributi e trasferimenti correnti da Regione e Prov. Autonoma per quota fondo sanitario regionale vincolato,171726470.1
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2104,Contributi e trasferimenti correnti da Regione e Prov. Autonoma extra fondo sanitario vincolato,337188884.1
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2105,Altri contributi e trasferimenti correnti da Regione e Prov. Autonoma,920496030.4
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2106,Contributi e trasferimenti correnti da province,44586.5
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2108,Contributi e trasferimenti correnti da comuni,363621.53
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2111,Contributi e trasferimenti correnti da aziende sanitarie,1544.64
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2113,Contributi e trasferimenti correnti da IRCCS pubblici - Fondazioni IRCCS,35316.13
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2117,Contributi e trasferimenti correnti da Enti di ricerca,64963.31
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2121,Contributi e trasferimenti correnti da Universita',145899.98
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2123,Contributi e trasferimenti correnti da ARPA,43400
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2199,Contributi e trasferimenti correnti da altre Amministrazioni pubbliche,2810949.57
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2201,Contributi e trasferimenti correnti da Imprese,275131.25
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2202,Donazioni da imprese,191664.12
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2203,Contributi e trasferimenti correnti da Famiglie,149.77
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2204,Donazioni da famiglie,142
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI CORRENTI,2205,Contributi e trasferimenti correnti da Istituzioni sociali senza fine di lucro,17409
IT-PUGLIA,Puglia,ALTRE ENTRATE CORRENTI,3101,Rimborsi assicurativi,1526500.78
IT-PUGLIA,Puglia,ALTRE ENTRATE CORRENTI,3102,Rimborsi spese per personale comandato,837182.31
IT-PUGLIA,Puglia,ALTRE ENTRATE CORRENTI,3103,Rimborsi per l'acquisto di beni per conto di altre strutture sanitarie,58
IT-PUGLIA,Puglia,ALTRE ENTRATE CORRENTI,3104,Restituzione fondi economali,138964.61
IT-PUGLIA,Puglia,ALTRE ENTRATE CORRENTI,3105,Riscossioni IVA,899526.77
IT-PUGLIA,Puglia,ALTRE ENTRATE CORRENTI,3106,Altri concorsi - recuperi e rimborsi,16281475.84
IT-PUGLIA,Puglia,ALTRE ENTRATE CORRENTI,3201,Fitti attivi,5080811.1
IT-PUGLIA,Puglia,ALTRE ENTRATE CORRENTI,3202,Interessi attivi,2298362.86
IT-PUGLIA,Puglia,ALTRE ENTRATE CORRENTI,3203,Proventi finanziari,4561.26
IT-PUGLIA,Puglia,ALTRE ENTRATE CORRENTI,3204,Altri proventi,157959968.5
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5101,Contributi e trasferimenti in c/capitale da Stato,9190030.42
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5102,Contributi e trasferimenti da Regione e Prov. Autonoma per ripiani perdite,140403760.4
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5103,Contributi e trasferimenti da Regione e Prov. Autonoma per finanziamenti di investimenti e fondo di dotazione,178046265.6
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5109,Contributi e trasferimenti in c/capitale da aziende sanitarie,247611.49
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5119,Contributi e trasferimenti in c/capitale da Universita',299596
IT-PUGLIA,Puglia,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5201,Contributi e trasferimenti in c/capitale da Imprese,20005.43
IT-PUGLIA,Puglia,OPERAZIONI FINANZIARIE,6100,Prelievi da conti bancari di deposito,596051.08
IT-PUGLIA,Puglia,OPERAZIONI FINANZIARIE,6200,Prelievi dai conti di tesoreria unica relativi alle gestioni stralcio e alla spesa in conto capitale,2616242.3
IT-PUGLIA,Puglia,OPERAZIONI FINANZIARIE,6400,Depositi cauzionali,21808.2
IT-PUGLIA,Puglia,OPERAZIONI FINANZIARIE,6420,Riscossioni derivanti dalla chiusura di acconti e anticipazioni erogate dall'azienda,15242.92
IT-PUGLIA,Puglia,OPERAZIONI FINANZIARIE,6500,Altre operazioni finanziarie,65193702.45
IT-PUGLIA,Puglia,OPERAZIONI FINANZIARIE,6910,Ritenute erariali,4916.95
IT-PUGLIA,Puglia,ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,7100,Anticipazioni di cassa,316446354.3
IT-PUGLIA,Puglia,INCASSI DA REGOLARIZZARE,9998,Incassi da regolarizzare derivanti dalle anticipazioni di cassa (riscossioni codificate dal cassiere),0
IT-PUGLIA,Puglia,INCASSI DA REGOLARIZZARE,9999,Altri incassi da regolarizzare (riscossioni codificate dal cassiere),1140939.98
IT-LAZIO,Lazio,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1100,Compartecipazione alla spesa per prestazioni sanitarie (ticket),138350345.7
IT-LAZIO,Lazio,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1200,Entrate da Regione e Province autonome per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,206803467.9
IT-LAZIO,Lazio,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1301,Entrate da aziende sanitarie della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,15191567.6
IT-LAZIO,Lazio,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1302,Entrate da aziende ospedaliere della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,80655.52
IT-LAZIO,Lazio,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1303,Entrate da IRCCS pubblici e Fondazioni IRCCS della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,332297.28
IT-LAZIO,Lazio,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1304,Entrate da Policlinici universitari della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,168900
IT-LAZIO,Lazio,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1400,Entrate per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria ad altre Amministrazioni pubbliche,4816882.13
IT-LAZIO,Lazio,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1500,Entrate per prestazioni sanitarie erogate a soggetti privati,52589110.96
IT-LAZIO,Lazio,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1600,Entrate per prestazioni sanitarie erogate in regime di intramoenia,97438769.65
IT-LAZIO,Lazio,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1700,Entrate per prestazioni non sanitarie,140488606.6
IT-LAZIO,Lazio,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1800,Entrate per prestazioni di servizi derivanti da sopravvenienze attive,7114440.8
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2101,Contributi e trasferimenti correnti da Stato,53448712.93
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2102,Contributi e trasferimenti correnti da Regione e Prov. Autonoma per quota fondo sanitario regionale indistinto,3562198876
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2103,Contributi e trasferimenti correnti da Regione e Prov. Autonoma per quota fondo sanitario regionale vincolato,127283400.7
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2104,Contributi e trasferimenti correnti da Regione e Prov. Autonoma extra fondo sanitario vincolato,42827400.11
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2105,Altri contributi e trasferimenti correnti da Regione e Prov. Autonoma,50736805.25
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2106,Contributi e trasferimenti correnti da province,134769.18
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2107,Contributi e trasferimenti correnti da citta' metropolitane,10000
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2108,Contributi e trasferimenti correnti da comuni,4705447.28
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2109,Contributi e trasferimenti correnti da unioni di comuni,567685.11
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2111,Contributi e trasferimenti correnti da aziende sanitarie,48004
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2112,Contributi e trasferimenti correnti da aziende ospedaliere,41171.29
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2113,Contributi e trasferimenti correnti da IRCCS pubblici - Fondazioni IRCCS,63204.11
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2114,Contributi e trasferimenti correnti dagli Istituti Zooprofilattici sperimentali,15820
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2115,Contributi e trasferimenti correnti da Policlinici universitari,36591.52
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2116,Contributi e trasferimenti correnti da Enti di previdenza,159000
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2117,Contributi e trasferimenti correnti da Enti di ricerca,1154214.01
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2119,Contributi e trasferimenti correnti da Autorita' portuali,200001.81
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2121,Contributi e trasferimenti correnti da Universita',21552
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2199,Contributi e trasferimenti correnti da altre Amministrazioni pubbliche,2029702.04
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2201,Contributi e trasferimenti correnti da Imprese,4154729.27
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2202,Donazioni da imprese,1277748.58
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2203,Contributi e trasferimenti correnti da Famiglie,1280
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2204,Donazioni da famiglie,3830
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2205,Contributi e trasferimenti correnti da Istituzioni sociali senza fine di lucro,362776.52
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2206,Donazioni da istituzioni sociali senza fine di lucro,7260510
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2301,Contributi e trasferimenti correnti da Unione Europea,467003.26
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI CORRENTI,2303,Contributi e trasferimenti correnti da soggetti esteri privati,72600
IT-LAZIO,Lazio,ALTRE ENTRATE CORRENTI,3101,Rimborsi assicurativi,694774.53
IT-LAZIO,Lazio,ALTRE ENTRATE CORRENTI,3102,Rimborsi spese per personale comandato,55057007.47
IT-LAZIO,Lazio,ALTRE ENTRATE CORRENTI,3103,Rimborsi per l'acquisto di beni per conto di altre strutture sanitarie,221930.43
IT-LAZIO,Lazio,ALTRE ENTRATE CORRENTI,3104,Restituzione fondi economali,118599.72
IT-LAZIO,Lazio,ALTRE ENTRATE CORRENTI,3105,Riscossioni IVA,1062459.89
IT-LAZIO,Lazio,ALTRE ENTRATE CORRENTI,3106,Altri concorsi - recuperi e rimborsi,94372943.21
IT-LAZIO,Lazio,ALTRE ENTRATE CORRENTI,3201,Fitti attivi,3908027.18
IT-LAZIO,Lazio,ALTRE ENTRATE CORRENTI,3202,Interessi attivi,49696.66
IT-LAZIO,Lazio,ALTRE ENTRATE CORRENTI,3203,Proventi finanziari,127.2
IT-LAZIO,Lazio,ALTRE ENTRATE CORRENTI,3204,Altri proventi,963542.04
IT-LAZIO,Lazio,ENTRATE DERIVANTI DA ALIENAZIONI DI BENI,4105,Alienazione di altri beni materiali,785.12
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5101,Contributi e trasferimenti in c/capitale da Stato,8744627.25
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5102,Contributi e trasferimenti da Regione e Prov. Autonoma per ripiani perdite,112626620.1
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5103,Contributi e trasferimenti da Regione e Prov. Autonoma per finanziamenti di investimenti e fondo di dotazione,119082334.9
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5120,Contributi e trasferimenti in c/capitale da Enti Parco Nazionali,77153.68
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5201,Contributi e trasferimenti in c/capitale da Imprese,1196458.25
IT-LAZIO,Lazio,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5202,Contributi e trasferimenti in c/capitale da Famiglie,3000
IT-LAZIO,Lazio,OPERAZIONI FINANZIARIE,6100,Prelievi da conti bancari di deposito,105126736.8
IT-LAZIO,Lazio,OPERAZIONI FINANZIARIE,6300,Depositi per spese contrattuali,336
IT-LAZIO,Lazio,OPERAZIONI FINANZIARIE,6400,Depositi cauzionali,31457.33
IT-LAZIO,Lazio,OPERAZIONI FINANZIARIE,6460,Reintegro ordini di accreditamento ai funzionari delegati,14.94
IT-LAZIO,Lazio,OPERAZIONI FINANZIARIE,6500,Altre operazioni finanziarie,4186263.36
IT-LAZIO,Lazio,OPERAZIONI FINANZIARIE,6912,Altre ritenute al personale per conto di terzi,101
IT-LAZIO,Lazio,ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,7100,Anticipazioni di cassa,620164703.9
IT-LAZIO,Lazio,INCASSI DA REGOLARIZZARE,9998,Incassi da regolarizzare derivanti dalle anticipazioni di cassa (riscossioni codificate dal cassiere),774240968.5
IT-LAZIO,Lazio,INCASSI DA REGOLARIZZARE,9999,Altri incassi da regolarizzare (riscossioni codificate dal cassiere),1125012.17
IT-MARCHE,Marche,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1100,Compartecipazione alla spesa per prestazioni sanitarie (ticket),54495455.89
IT-MARCHE,Marche,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1200,Entrate da Regione e Province autonome per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,18424825.26
IT-MARCHE,Marche,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1301,Entrate da aziende sanitarie della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,1685015.02
IT-MARCHE,Marche,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1302,Entrate da aziende ospedaliere della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,30995.58
IT-MARCHE,Marche,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1303,Entrate da IRCCS pubblici e Fondazioni IRCCS della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,75751.72
IT-MARCHE,Marche,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1400,Entrate per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria ad altre Amministrazioni pubbliche,1802135.92
IT-MARCHE,Marche,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1500,Entrate per prestazioni sanitarie erogate a soggetti privati,11620679.32
IT-MARCHE,Marche,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1600,Entrate per prestazioni sanitarie erogate in regime di intramoenia,29328172.16
IT-MARCHE,Marche,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1650,Entrate derivanti dalla vendita di beni di consumo,221.44
IT-MARCHE,Marche,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1700,Entrate per prestazioni non sanitarie,1900928.61
IT-MARCHE,Marche,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1800,Entrate per prestazioni di servizi derivanti da sopravvenienze attive,1001672.23
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2101,Contributi e trasferimenti correnti da Stato,8495989.93
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2102,Contributi e trasferimenti correnti da Regione e Prov. Autonoma per quota fondo sanitario regionale indistinto,2617408967
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2103,Contributi e trasferimenti correnti da Regione e Prov. Autonoma per quota fondo sanitario regionale vincolato,115816224.8
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2104,Contributi e trasferimenti correnti da Regione e Prov. Autonoma extra fondo sanitario vincolato,681182.22
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2105,Altri contributi e trasferimenti correnti da Regione e Prov. Autonoma,9426338.49
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2106,Contributi e trasferimenti correnti da province,7996.12
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2108,Contributi e trasferimenti correnti da comuni,1049417.69
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2111,Contributi e trasferimenti correnti da aziende sanitarie,62546.37
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2112,Contributi e trasferimenti correnti da aziende ospedaliere,45818.21
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2113,Contributi e trasferimenti correnti da IRCCS pubblici - Fondazioni IRCCS,136730
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2114,Contributi e trasferimenti correnti dagli Istituti Zooprofilattici sperimentali,1500
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2117,Contributi e trasferimenti correnti da Enti di ricerca,5000
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2121,Contributi e trasferimenti correnti da Universita',7000
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2199,Contributi e trasferimenti correnti da altre Amministrazioni pubbliche,529934.51
IT-MARCHE,Marche,CONTRIBUTI E TRASFERIMENTI CORRENTI,2201,Contributi e trasferimenti correnti da Imprese,191900.17
